P-92,U5,"[146, 163, 0]","[58, 58, 65]",59,138,-1,Economy
P-378,U5,"[146, 221, 0]","[53, 89, 59]",61,131,-1,Economy
P-295,U5,"[148, 183, 151]","[49, 69, 109]",32,10000000,-1,Priority
P-230,U5,"[148, 252, 132]","[46, 48, 86]",44,82,-1,Economy
P-48,U5,"[148, 252, 218]","[48, 53, 65]",33,67,-1,Economy
P-86,U5,"[156, 163, 65]","[41, 63, 65]",50,10000000,-1,Priority
P-37,U5,"[174, 0, 0]","[51, 59, 76]",33,131,-1,Economy
P-147,U5,"[181, 0, 164]","[46, 55, 65]",36,10000000,-1,Priority
P-361,U5,"[181, 0, 229]","[61, 65, 51]",55,68,-1,Economy
P-133,U5,"[181, 67, 0]","[63, 91, 109]",174,10000000,-1,Priority
P-305,U5,"[181, 67, 109]","[58, 63, 53]",22,104,-1,Economy
P-266,U5,"[190, 0, 76]","[53, 61, 88]",37,10000000,-1,Priority
P-277,U5,"[190, 65, 162]","[54, 105, 108]",93,10000000,-1,Priority
P-326,U5,"[197, 158, 65]","[45, 51, 84]",17,136,-1,Economy
P-232,U5,"[197, 170, 150]","[47, 67, 84]",38,10000000,-1,Priority
P-80,U5,"[197, 209, 65]","[43, 44, 85]",20,127,-1,Economy
P-156,U5,"[197, 237, 150]","[47, 73, 110]",57,124,-1,Economy
P-221,U5,"[199, 242, 0]","[44, 68, 49]",13,86,-1,Economy
P-345,U5,"[201, 253, 49]","[43, 47, 78]",43,10000000,-1,Priority
P-44,U5,"[204, 158, 0]","[40, 84, 49]",28,87,-1,Economy
P-365,U6,"[0, 0, 0]","[88, 95, 110]",217,10000000,-1,Priority
P-129,U6,"[0, 0, 110]","[59, 85, 110]",64,10000000,-1,Priority
P-73,U6,"[0, 0, 220]","[86, 104, 63]",79,10000000,-1,Priority
P-125,U6,"[0, 85, 110]","[68, 85, 91]",139,10000000,-1,Priority
P-274,U6,"[0, 95, 0]","[75, 88, 110]",114,10000000,-1,Priority
P-285,U6,"[0, 104, 216]","[81, 108, 54]",78,10000000,-1,Priority
P-300,U6,"[0, 170, 110]","[69, 97, 101]",57,10000000,-1,Priority
P-394,U6,"[0, 190, 0]","[81, 90, 109]",68,10000000,-1,Priority
P-167,U6,"[0, 212, 211]","[47, 100, 50]",33,124,-1,Economy
P-103,U6,"[0, 267, 109]","[78, 44, 102]",84,10000000,-1,Priority
P-130,U6,"[47, 212, 216]","[78, 40, 45]",18,79,-1,Economy
P-17,U6,"[47, 252, 211]","[83, 57, 63]",29,10000000,-1,Priority
P-142,U6,"[59, 0, 110]","[83, 74, 92]",169,10000000,-1,Priority
P-165,U6,"[68, 74, 110]","[93, 96, 103]",267,10000000,-1,Priority
P-145,U6,"[69, 170, 110]","[75, 79, 106]",66,10000000,-1,Priority
P-252,U6,"[75, 95, 0]","[48, 95, 110]",139,10000000,-1,Priority
P-136,U6,"[78, 249, 109]","[66, 47, 102]",36,10000000,-1,Priority
P-366,U6,"[81, 107, 213]","[105, 56, 71]",112,10000000,-1,Priority
P-134,U6,"[81, 190, 0]","[88, 80, 97]",150,10000000,-1,Priority
P-185,U6,"[81, 270, 0]","[67, 42, 100]",52,133,-1,Economy
P-282,U6,"[86, 0, 213]","[92, 107, 54]",147,10000000,-1,Priority
P-346,U6,"[88, 0, 0]","[83, 95, 110]",54,10000000,-1,Priority
P-105,U6,"[123, 95, 0]","[80, 95, 103]",225,10000000,-1,Priority
P-297,U6,"[142, 0, 110]","[101, 68, 103]",149,10000000,-1,Priority
P-319,U6,"[144, 170, 103]","[48, 101, 102]",144,10000000,-1,Priority
P-356,U6,"[144, 170, 205]","[95, 99, 77]",133,10000000,-1,Priority
P-109,U6,"[144, 269, 205]","[98, 44, 79]",53,10000000,-1,Priority
P-387,U6,"[144, 271, 100]","[42, 47, 96]",37,140,-1,Economy
P-211,U6,"[161, 68, 110]","[81, 95, 96]",142,10000000,-1,Priority
P-183,U6,"[169, 211, 0]","[57, 105, 72]",37,10000000,-1,Priority
P-41,U6,"[171, 0, 0]","[68, 90, 104]",72,10000000,-1,Priority
P-148,U6,"[178, 0, 213]","[49, 100, 67]",50,10000000,-1,Priority
P-270,U6,"[186, 100, 206]","[47, 52, 70]",12,10000000,-1,Priority
P-238,U6,"[192, 163, 103]","[50, 69, 102]",74,10000000,-1,Priority
P-68,U6,"[192, 232, 72]","[46, 81, 92]",62,10000000,-1,Priority
P-206,U6,"[192, 232, 164]","[47, 60, 41]",29,85,-1,Economy
P-205,U6,"[203, 90, 0]","[40, 47, 109]",24,107,-1,Economy
P-291,U6,"[203, 137, 0]","[40, 74, 81]",42,124,-1,Economy
